0;0,4;0,24;0,124;0,624;*
1;0,4;0,24;0,124;0,624;*
2;0,4;0,24;0,124;0,624;*
3;0,4;0,24;0,124;0,624;*
4;0,4;0,24;0,124;0,624;*
5;5,9;0,24;0,124;0,624;*
6;5,9;0,24;0,124;0,624;*
7;5,9;0,24;0,124;0,624;*
8;5,9;0,24;0,124;0,624;*
9;5,9;0,24;0,124;0,624;*
10;10,14;0,24;0,124;0,624;*
11;10,14;0,24;0,124;0,624;*
12;10,14;0,24;0,124;0,624;*
13;10,14;0,24;0,124;0,624;*
14;10,14;0,24;0,124;0,624;*
15;15,19;0,24;0,124;0,624;*
16;15,19;0,24;0,124;0,624;*
17;15,19;0,24;0,124;0,624;*
18;15,19;0,24;0,124;0,624;*
19;15,19;0,24;0,124;0,624;*
20;20,24;0,24;0,124;0,624;*
21;20,24;0,24;0,124;0,624;*
22;20,24;0,24;0,124;0,624;*
23;20,24;0,24;0,124;0,624;*
24;20,24;0,24;0,124;0,624;*
25;25,29;25,49;0,124;0,624;*
26;25,29;25,49;0,124;0,624;*
27;25,29;25,49;0,124;0,624;*
28;25,29;25,49;0,124;0,624;*
29;25,29;25,49;0,124;0,624;*
30;30,34;25,49;0,124;0,624;*
31;30,34;25,49;0,124;0,624;*
32;30,34;25,49;0,124;0,624;*
33;30,34;25,49;0,124;0,624;*
34;30,34;25,49;0,124;0,624;*
35;35,39;25,49;0,124;0,624;*
36;35,39;25,49;0,124;0,624;*
37;35,39;25,49;0,124;0,624;*
38;35,39;25,49;0,124;0,624;*
39;35,39;25,49;0,124;0,624;*
40;40,44;25,49;0,124;0,624;*
41;40,44;25,49;0,124;0,624;*
42;40,44;25,49;0,124;0,624;*
43;40,44;25,49;0,124;0,624;*
44;40,44;25,49;0,124;0,624;*
45;45,49;25,49;0,124;0,624;*
46;45,49;25,49;0,124;0,624;*
47;45,49;25,49;0,124;0,624;*
48;45,49;25,49;0,124;0,624;*
49;45,49;25,49;0,124;0,624;*
50;50,54;50,74;0,124;0,624;*
51;50,54;50,74;0,124;0,624;*
52;50,54;50,74;0,124;0,624;*
53;50,54;50,74;0,124;0,624;*
54;50,54;50,74;0,124;0,624;*
55;55,59;50,74;0,124;0,624;*
56;55,59;50,74;0,124;0,624;*
57;55,59;50,74;0,124;0,624;*
58;55,59;50,74;0,124;0,624;*
59;55,59;50,74;0,124;0,624;*
60;60,64;50,74;0,124;0,624;*
61;60,64;50,74;0,124;0,624;*
62;60,64;50,74;0,124;0,624;*
63;60,64;50,74;0,124;0,624;*
64;60,64;50,74;0,124;0,624;*
65;65,69;50,74;0,124;0,624;*
66;65,69;50,74;0,124;0,624;*
67;65,69;50,74;0,124;0,624;*
68;65,69;50,74;0,124;0,624;*
69;65,69;50,74;0,124;0,624;*
70;70,74;50,74;0,124;0,624;*
71;70,74;50,74;0,124;0,624;*
72;70,74;50,74;0,124;0,624;*
73;70,74;50,74;0,124;0,624;*
74;70,74;50,74;0,124;0,624;*
75;75,79;75,99;0,124;0,624;*
76;75,79;75,99;0,124;0,624;*
77;75,79;75,99;0,124;0,624;*
78;75,79;75,99;0,124;0,624;*
79;75,79;75,99;0,124;0,624;*
80;80,84;75,99;0,124;0,624;*
81;80,84;75,99;0,124;0,624;*
82;80,84;75,99;0,124;0,624;*
83;80,84;75,99;0,124;0,624;*
84;80,84;75,99;0,124;0,624;*
85;85,89;75,99;0,124;0,624;*
86;85,89;75,99;0,124;0,624;*
87;85,89;75,99;0,124;0,624;*
88;85,89;75,99;0,124;0,624;*
89;85,89;75,99;0,124;0,624;*
90;90,94;75,99;0,124;0,624;*
91;90,94;75,99;0,124;0,624;*
92;90,94;75,99;0,124;0,624;*
93;90,94;75,99;0,124;0,624;*
94;90,94;75,99;0,124;0,624;*
95;95,99;75,99;0,124;0,624;*
