0;0,4;0,24;0,124;0,624;0,3124;0,20363;*
1;0,4;0,24;0,124;0,624;0,3124;0,20363;*
2;0,4;0,24;0,124;0,624;0,3124;0,20363;*
3;0,4;0,24;0,124;0,624;0,3124;0,20363;*
4;0,4;0,24;0,124;0,624;0,3124;0,20363;*
5;5,9;0,24;0,124;0,624;0,3124;0,20363;*
6;5,9;0,24;0,124;0,624;0,3124;0,20363;*
7;5,9;0,24;0,124;0,624;0,3124;0,20363;*
8;5,9;0,24;0,124;0,624;0,3124;0,20363;*
9;5,9;0,24;0,124;0,624;0,3124;0,20363;*
10;10,14;0,24;0,124;0,624;0,3124;0,20363;*
11;10,14;0,24;0,124;0,624;0,3124;0,20363;*
12;10,14;0,24;0,124;0,624;0,3124;0,20363;*
13;10,14;0,24;0,124;0,624;0,3124;0,20363;*
14;10,14;0,24;0,124;0,624;0,3124;0,20363;*
15;15,19;0,24;0,124;0,624;0,3124;0,20363;*
16;15,19;0,24;0,124;0,624;0,3124;0,20363;*
17;15,19;0,24;0,124;0,624;0,3124;0,20363;*
18;15,19;0,24;0,124;0,624;0,3124;0,20363;*
19;15,19;0,24;0,124;0,624;0,3124;0,20363;*
20;20,24;0,24;0,124;0,624;0,3124;0,20363;*
21;20,24;0,24;0,124;0,624;0,3124;0,20363;*
22;20,24;0,24;0,124;0,624;0,3124;0,20363;*
23;20,24;0,24;0,124;0,624;0,3124;0,20363;*
24;20,24;0,24;0,124;0,624;0,3124;0,20363;*
25;25,29;25,49;0,124;0,624;0,3124;0,20363;*
26;25,29;25,49;0,124;0,624;0,3124;0,20363;*
27;25,29;25,49;0,124;0,624;0,3124;0,20363;*
28;25,29;25,49;0,124;0,624;0,3124;0,20363;*
29;25,29;25,49;0,124;0,624;0,3124;0,20363;*
30;30,34;25,49;0,124;0,624;0,3124;0,20363;*
31;30,34;25,49;0,124;0,624;0,3124;0,20363;*
32;30,34;25,49;0,124;0,624;0,3124;0,20363;*
33;30,34;25,49;0,124;0,624;0,3124;0,20363;*
34;30,34;25,49;0,124;0,624;0,3124;0,20363;*
35;35,39;25,49;0,124;0,624;0,3124;0,20363;*
36;35,39;25,49;0,124;0,624;0,3124;0,20363;*
37;35,39;25,49;0,124;0,624;0,3124;0,20363;*
38;35,39;25,49;0,124;0,624;0,3124;0,20363;*
39;35,39;25,49;0,124;0,624;0,3124;0,20363;*
40;40,44;25,49;0,124;0,624;0,3124;0,20363;*
41;40,44;25,49;0,124;0,624;0,3124;0,20363;*
42;40,44;25,49;0,124;0,624;0,3124;0,20363;*
43;40,44;25,49;0,124;0,624;0,3124;0,20363;*
44;40,44;25,49;0,124;0,624;0,3124;0,20363;*
45;45,49;25,49;0,124;0,624;0,3124;0,20363;*
46;45,49;25,49;0,124;0,624;0,3124;0,20363;*
47;45,49;25,49;0,124;0,624;0,3124;0,20363;*
48;45,49;25,49;0,124;0,624;0,3124;0,20363;*
49;45,49;25,49;0,124;0,624;0,3124;0,20363;*
50;50,54;50,74;0,124;0,624;0,3124;0,20363;*
51;50,54;50,74;0,124;0,624;0,3124;0,20363;*
52;50,54;50,74;0,124;0,624;0,3124;0,20363;*
53;50,54;50,74;0,124;0,624;0,3124;0,20363;*
54;50,54;50,74;0,124;0,624;0,3124;0,20363;*
55;55,59;50,74;0,124;0,624;0,3124;0,20363;*
56;55,59;50,74;0,124;0,624;0,3124;0,20363;*
57;55,59;50,74;0,124;0,624;0,3124;0,20363;*
58;55,59;50,74;0,124;0,624;0,3124;0,20363;*
59;55,59;50,74;0,124;0,624;0,3124;0,20363;*
60;60,64;50,74;0,124;0,624;0,3124;0,20363;*
61;60,64;50,74;0,124;0,624;0,3124;0,20363;*
62;60,64;50,74;0,124;0,624;0,3124;0,20363;*
63;60,64;50,74;0,124;0,624;0,3124;0,20363;*
64;60,64;50,74;0,124;0,624;0,3124;0,20363;*
65;65,69;50,74;0,124;0,624;0,3124;0,20363;*
66;65,69;50,74;0,124;0,624;0,3124;0,20363;*
67;65,69;50,74;0,124;0,624;0,3124;0,20363;*
68;65,69;50,74;0,124;0,624;0,3124;0,20363;*
69;65,69;50,74;0,124;0,624;0,3124;0,20363;*
70;70,74;50,74;0,124;0,624;0,3124;0,20363;*
71;70,74;50,74;0,124;0,624;0,3124;0,20363;*
72;70,74;50,74;0,124;0,624;0,3124;0,20363;*
73;70,74;50,74;0,124;0,624;0,3124;0,20363;*
74;70,74;50,74;0,124;0,624;0,3124;0,20363;*
75;75,79;75,99;0,124;0,624;0,3124;0,20363;*
76;75,79;75,99;0,124;0,624;0,3124;0,20363;*
77;75,79;75,99;0,124;0,624;0,3124;0,20363;*
78;75,79;75,99;0,124;0,624;0,3124;0,20363;*
79;75,79;75,99;0,124;0,624;0,3124;0,20363;*
80;80,84;75,99;0,124;0,624;0,3124;0,20363;*
81;80,84;75,99;0,124;0,624;0,3124;0,20363;*
82;80,84;75,99;0,124;0,624;0,3124;0,20363;*
83;80,84;75,99;0,124;0,624;0,3124;0,20363;*
84;80,84;75,99;0,124;0,624;0,3124;0,20363;*
85;85,89;75,99;0,124;0,624;0,3124;0,20363;*
86;85,89;75,99;0,124;0,624;0,3124;0,20363;*
87;85,89;75,99;0,124;0,624;0,3124;0,20363;*
88;85,89;75,99;0,124;0,624;0,3124;0,20363;*
89;85,89;75,99;0,124;0,624;0,3124;0,20363;*
90;90,94;75,99;0,124;0,624;0,3124;0,20363;*
91;90,94;75,99;0,124;0,624;0,3124;0,20363;*
92;90,94;75,99;0,124;0,624;0,3124;0,20363;*
93;90,94;75,99;0,124;0,624;0,3124;0,20363;*
94;90,94;75,99;0,124;0,624;0,3124;0,20363;*
95;95,99;75,99;0,124;0,624;0,3124;0,20363;*
96;95,99;75,99;0,124;0,624;0,3124;0,20363;*
97;95,99;75,99;0,124;0,624;0,3124;0,20363;*
98;95,99;75,99;0,124;0,624;0,3124;0,20363;*
99;95,99;75,99;0,124;0,624;0,3124;0,20363;*
100;100,104;100,124;0,124;0,624;0,3124;0,20363;*
